"","State","Year","Type_code","Type","Gender","Age_group","Total"
"142442","Manipur",2001,"Professional_Profile","Public Sector Undertaking","Male","15-29",0
"49815","D & N Haveli",2005,"Means_adopted","By Self Infliction of injury","Female","0-14",0
"2225","A & N Islands",2004,"Professional_Profile","Unemployed","Male","60+",0
"122235","Lakshadweep",2001,"Professional_Profile","Public Sector Undertaking","Female","45-59",0
"165143","Nagaland",2006,"Causes","Unemployment","Male","45-59",0
"131972","Madhya Pradesh",2007,"Causes","Family Problems","Female","45-59",49
"105016","Jharkhand",2007,"Education_Status","Post Graduate and Above","Female","0-100+",2
"182239","Puducherry",2012,"Means_adopted","By Overdose of sleeping pills","Male","60+",0
"191751","Rajasthan",2005,"Means_adopted","By Jumping from (Building)","Male","15-29",0
"77747","Gujarat",2007,"Causes","Not having Children(Barrenness/Impotency","Female","30-44",23
"211917","Tripura",2003,"Means_adopted","By touching electric wires","Female","45-59",0
"221370","Uttar Pradesh",2008,"Causes","Cancer","Female","60+",3
"88473","Himachal Pradesh",2002,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"229220","Uttarakhand",2010,"Causes","Death of Dear Person","Female","45-59",0
"113755","Karnataka",2010,"Professional_Profile","Service (Government)","Female","45-59",4
"2194","A & N Islands",2004,"Professional_Profile","Self-employed (Business activity)","Male","45-59",0
"170859","Odisha",2004,"Means_adopted","By Consuming Other Poison","Male","0-14",2
"153919","Meghalaya",2010,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","45-59",0
"44451","Chhattisgarh",2007,"Professional_Profile","Others (Please Specify)","Male","60+",69
"199338","Sikkim",2007,"Causes","Unemployment","Male","0-14",0
"122123","Lakshadweep",2001,"Means_adopted","By Consuming Insecticides","Male","45-59",0
"226605","Uttarakhand",2005,"Means_adopted","By Hanging","Male","30-44",22
"87373","Haryana",2012,"Causes","Bankruptcy or Sudden change in Economic","Female","30-44",2
"177395","Puducherry",2004,"Causes","Unemployment","Female","15-29",0
"139070","Maharashtra",2007,"Professional_Profile","Retired Person","Male","15-29",0
"58501","Daman & Diu",2009,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",0
"130250","Madhya Pradesh",2004,"Causes","Unemployment","Male","30-44",21
"45104","Chhattisgarh",2009,"Causes","Professional/Career Problem","Female","15-29",0
"180469","Puducherry",2009,"Means_adopted","By Jumping from (Other sites)","Male","15-29",0
"234919","West Bengal",2008,"Causes","Ideological Causes/Hero Worshipping","Female","60+",0
"153387","Meghalaya",2009,"Causes","Suspected/Illicit Relation","Female","60+",0
"228454","Uttarakhand",2008,"Professional_Profile","Public Sector Undertaking","Male","45-59",1
"114673","Karnataka",2012,"Means_adopted","By Drowning","Male","0-14",12
"219156","Uttar Pradesh",2004,"Education_Status","Primary","Female","0-100+",354
"28508","Bihar",2003,"Means_adopted","By Consuming Other Poison","Female","45-59",1
"34333","Chandigarh",2001,"Professional_Profile","Unemployed","Male","60+",0
"182890","Punjab",2001,"Professional_Profile","Others (Please Specify)","Female","45-59",0
"236593","West Bengal",2011,"Causes","Suspected/Illicit Relation","Male","45-59",44
"2612","A & N Islands",2005,"Means_adopted","By Self Infliction of injury","Female","45-59",0
"103950","Jharkhand",2005,"Means_adopted","By touching electric wires","Male","15-29",9
"82417","Haryana",2003,"Causes","Other Prolonged Illness","Male","60+",15
"105374","Jharkhand",2008,"Causes","Dowry Dispute","Female","15-29",0
"66001","Delhi (Ut)",2010,"Causes","Causes Not known","Male","45-59",48
"170358","Odisha",2003,"Means_adopted","By Other means (please specify)","Male","30-44",172
"189799","Rajasthan",2002,"Causes","Cancer","Female","15-29",0
"93302","Himachal Pradesh",2010,"Means_adopted","By Consuming Insecticides","Male","45-59",9
"195834","Rajasthan",2012,"Professional_Profile","Public Sector Undertaking","Male","0-14",0
"182523","Punjab",2001,"Causes","Insanity/Mental Illness","Male","30-44",9
"149434","Meghalaya",2002,"Causes","Not having Children (Barrenness/Impotency","Male","45-59",0
"68501","Goa",2002,"Professional_Profile","Unemployed","Male","0-14",0
"180892","Puducherry",2010,"Causes","Paralysis","Male","45-59",1
"225477","Uttarakhand",2003,"Means_adopted","By Self Infliction of injury","Male","30-44",6
"84094","Haryana",2006,"Causes","Failure in Examination","Female","60+",0
"20700","Assam",2001,"Professional_Profile","House Wife","Female","30-44",161
"164720","Nagaland",2005,"Means_adopted","By Overdose of sleeping pills","Male","15-29",0
"14786","Arunachal Pradesh",2003,"Causes","Paralysis","Female","45-59",0
"121280","Kerala",2012,"Causes","Dowry Dispute","Female","30-44",2
"43678","Chhattisgarh",2006,"Means_adopted","By Jumping from (Building)","Female","30-44",0
"234170","West Bengal",2007,"Causes","Ideological Causes/Hero Worshipping","Male","0-14",0
"737","A & N Islands",2002,"Causes","Other Prolonged Illness","Female","45-59",1
"155232","Meghalaya",2012,"Means_adopted","By Fire/Self Immolation","Female","45-59",0
"162707","Nagaland",2001,"Social_Status","Never Married","Male","0-100+",10
"93702","Himachal Pradesh",2011,"Causes","Poverty","Female","60+",0
"210204","Total (Uts)",2004,"Social_Status","Married","Male","0-100+",892
"84116","Haryana",2006,"Causes","Cancer","Male","60+",0
"103107","Jharkhand",2004,"Causes","Family Problems","Male","15-29",11
"80537","Gujarat",2012,"Causes","Ideological Causes/Hero Worshipping","Female","15-29",0
"235768","West Bengal",2009,"Professional_Profile","Professional Activity","Male","30-44",96
"46245","Chhattisgarh",2011,"Causes","Dowry Dispute","Male","15-29",0
"133360","Madhya Pradesh",2009,"Means_adopted","By Drowning","Male","60+",25
"127594","Lakshadweep",2011,"Means_adopted","By coming under running vehicles/trains","Male","15-29",0
"180715","Puducherry",2010,"Causes","Failure in Examination","Female","0-14",0
"10718","Andhra Pradesh",2008,"Causes","Bankruptcy or Sudden change in Economic","Male","0-14",0
"125733","Lakshadweep",2008,"Causes","Cancellation/Non-Settlement of Marriage","Female","30-44",0
"109808","Karnataka",2003,"Professional_Profile","Service (Private)","Male","45-59",161
"94163","Himachal Pradesh",2012,"Causes","Drug Abuse/Addiction","Female","30-44",0
"158727","Mizoram",2006,"Professional_Profile","Service (Private)","Male","30-44",0
"34722","Chandigarh",2002,"Means_adopted","By coming under running vehicles/trains","Female","45-59",0
"130782","Madhya Pradesh",2005,"Causes","Failure in Examination","Female","30-44",0
"22294","Assam",2004,"Means_adopted","By Over Alcoholism","Female","45-59",0
"201586","Sikkim",2011,"Causes","Not having Children(Barrenness/Impotency","Female","0-14",0
"115430","Kerala",2001,"Professional_Profile","House Wife","Female","30-44",475
"172482","Odisha",2007,"Causes","Fall in Social Reputation","Female","60+",0
"45472","Chhattisgarh",2009,"Professional_Profile","Others (Please Specify)","Female","0-14",29
"169542","Odisha",2002,"Causes","Failure in Examination","Female","30-44",4
"5812","A & N Islands",2011,"Causes","Poverty","Female","60+",0
"230940","West Bengal",2001,"Causes","Insanity/Mental Illness","Male","45-59",111
"201412","Sikkim",2010,"Means_adopted","By Jumping from (Other sites)","Female","60+",0
"225491","Uttarakhand",2003,"Means_adopted","By Overdose of sleeping pills","Female","45-59",0
"200310","Sikkim",2008,"Professional_Profile","Others (Please Specify)","Male","0-14",0
"197453","Sikkim",2003,"Means_adopted","By Jumping from (Building)","Female","45-59",0
"223804","Uttar Pradesh",2012,"Means_adopted","By Jumping from (Other sites)","Female","45-59",7
"146138","Manipur",2008,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"13798","Arunachal Pradesh",2001,"Means_adopted","By Self Infliction of injury","Male","0-14",0
"46631","Chhattisgarh",2011,"Professional_Profile","Student","Female","15-29",130
"89964","Himachal Pradesh",2004,"Professional_Profile","Service (Government)","Female","0-14",0
"8429","Andhra Pradesh",2004,"Causes","Family Problems","Female","0-14",26
"11665","Andhra Pradesh",2009,"Means_adopted","By Jumping from (Building)","Male","60+",4
"116235","Kerala",2003,"Causes","Paralysis","Female","45-59",5
"40600","Chhattisgarh",2001,"Causes","Cancellation/Non-Settlement of Marriage","Male","15-29",2
"42757","Chhattisgarh",2004,"Social_Status","Divorcee","Male","0-100+",8
"172629","Odisha",2007,"Means_adopted","By Fire/Self Immolation","Female","45-59",8
"145714","Manipur",2007,"Means_adopted","By Machine","Female","45-59",0
"39721","Chandigarh",2011,"Means_adopted","By Drowning","Male","15-29",3
"201685","Sikkim",2011,"Causes","Illness (Aids/STD)","Female","30-44",0
"4811","A & N Islands",2009,"Means_adopted","By Self Infliction of injury","Male","15-29",0
"196854","Sikkim",2002,"Means_adopted","By Jumping from (Building)","Female","30-44",0
"176646","Puducherry",2002,"Professional_Profile","Student","Male","0-14",3
"138001","Maharashtra",2005,"Professional_Profile","Student","Male","60+",0
"62245","Delhi (Ut)",2003,"Means_adopted","By coming under running vehicles/trains","Female","60+",1
"14089","Arunachal Pradesh",2002,"Causes","Illness (Aids/STD)","Male","0-14",0
"226741","Uttarakhand",2005,"Professional_Profile","Service (Private)","Male","30-44",7
"129668","Madhya Pradesh",2003,"Causes","Illness (Aids/STD)","Male","30-44",1
"209369","Tamil Nadu",2012,"Professional_Profile","Professional Activity","Male","0-14",0
"100485","Jammu & Kashmir",2011,"Causes","Paralysis","Male","60+",1
"7220","Andhra Pradesh",2001,"Professional_Profile","Others (Please Specify)","Male","30-44",358
"175168","Odisha",2012,"Causes","Property Dispute","Male","15-29",8
"137701","Maharashtra",2005,"Causes","Divorce","Male","60+",0
"214838","Tripura",2008,"Professional_Profile","House Wife","Female","15-29",56
"31667","Bihar",2009,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","30-44",0
"78151","Gujarat",2007,"Professional_Profile","Self-employed (Business activity)","Female","45-59",0
"184606","Punjab",2004,"Professional_Profile","Self-employed (Business activity)","Female","60+",0
"119567","Kerala",2009,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","15-29",0
"224351","Uttarakhand",2001,"Means_adopted","By Other means (please specify)","Male","30-44",7
"14558","Arunachal Pradesh",2002,"Professional_Profile","Retired Person","Male","30-44",0
"226839","Uttarakhand",2006,"Causes","Property Dispute","Male","0-14",0
"96117","Jammu & Kashmir",2003,"Means_adopted","By Consuming Other Poison","Male","45-59",2
"206387","Tamil Nadu",2007,"Means_adopted","By Fire/Self Immolation","Male","0-14",12
"216918","Tripura",2012,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","0-14",0
"140687","Maharashtra",2010,"Means_adopted","By Consuming Insecticides","Male","45-59",805
"10449","Andhra Pradesh",2007,"Means_adopted","By Fire/Self Immolation","Male","30-44",255
"5861","A & N Islands",2011,"Education_Status","Middle","Female","0-100+",25
"73618","Goa",2011,"Professional_Profile","Others (Please Specify)","Male","30-44",38
"83490","Haryana",2005,"Causes","Bankruptcy or Sudden change in Economic","Male","45-59",1
"6609","A & N Islands",2012,"Professional_Profile","Unemployed","Male","0-14",0
"165577","Nagaland",2007,"Causes","Insanity/Mental Illness","Female","15-29",0
"171226","Odisha",2005,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"169742","Odisha",2002,"Means_adopted","By Jumping from (Building)","Female","15-29",1
"133353","Madhya Pradesh",2009,"Means_adopted","By Jumping from (Building)","Male","60+",1
"178716","Puducherry",2006,"Education_Status","Graduate","Female","0-100+",8
"187210","Punjab",2009,"Means_adopted","By Hanging","Female","15-29",39
"106685","Jharkhand",2010,"Causes","Physical Abuse (Rape/Incest Etc.)","Male","60+",0
"141542","Maharashtra",2012,"Causes","Death of Dear Person","Female","30-44",23
"37618","Chandigarh",2007,"Professional_Profile","Public Sector Undertaking","Female","15-29",0
"14058","Arunachal Pradesh",2001,"Social_Status","Divorcee","Male","0-100+",0
"98286","Jammu & Kashmir",2007,"Means_adopted","By Fire/Self Immolation","Male","0-14",0
"200477","Sikkim",2009,"Causes","Cancer","Male","0-14",0
"233955","West Bengal",2006,"Means_adopted","By Consuming Insecticides","Female","45-59",91
"119814","Kerala",2009,"Means_adopted","By Machine","Female","30-44",0
"205146","Tamil Nadu",2005,"Causes","Illness (Aids/STD)","Male","45-59",2
"7938","Andhra Pradesh",2003,"Causes","Not having Children(Barrenness/Impotency","Male","15-29",2
"232755","West Bengal",2004,"Means_adopted","By Jumping from (Building)","Female","15-29",4
"164007","Nagaland",2004,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","45-59",0
"17439","Arunachal Pradesh",2008,"Causes","Other Causes (Please Specity)","Male","0-14",0
"15461","Arunachal Pradesh",2004,"Means_adopted","By Fire-Arms","Female","0-14",0
"78523","Gujarat",2008,"Means_adopted","By Machine","Female","15-29",1
"146672","Manipur",2009,"Causes","Professional/Career Problem","Female","60+",0
"179613","Puducherry",2008,"Causes","Poverty","Male","0-14",0
"21513","Assam",2003,"Causes","Illegitimate Pregnancy","Female","45-59",0
"227120","Uttarakhand",2006,"Means_adopted","By Self Infliction of injury","Female","15-29",0
"124364","Lakshadweep",2005,"Means_adopted","By Machine","Female","60+",0
"28672","Bihar",2003,"Professional_Profile","Public Sector Undertaking","Male","60+",0
"117052","Kerala",2004,"Means_adopted","By Over Alcoholism","Female","60+",0
"179804","Puducherry",2008,"Causes","Death of Dear Person","Female","60+",1
"228037","Uttarakhand",2008,"Causes","Drug Abuse/Addiction","Female","30-44",0
"33109","Bihar",2011,"Professional_Profile","Retired Person","Male","0-14",0
"130000","Madhya Pradesh",2003,"Professional_Profile","Service (Private)","Female","15-29",51
"8923","Andhra Pradesh",2004,"Professional_Profile","Unemployed","Female","45-59",14
"109301","Karnataka",2003,"Causes","Property Dispute","Female","0-14",0
"137839","Maharashtra",2005,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","45-59",0
"216748","Tripura",2012,"Causes","Illegitimate Pregnancy","Female","30-44",0
"108578","Karnataka",2001,"Means_adopted","By Fire-Arms","Male","60+",3
"203558","Tamil Nadu",2002,"Means_adopted","By Hanging","Male","0-14",3
"185434","Punjab",2006,"Causes","Cancer","Female","60+",0
"111938","Karnataka",2007,"Means_adopted","By Over Alcoholism","Male","45-59",62
"146075","Manipur",2008,"Causes","Paralysis","Male","45-59",0
"193122","Rajasthan",2008,"Causes","Bankruptcy or Sudden change in Economic","Female","0-14",0
"95706","Jammu & Kashmir",2002,"Professional_Profile","Service (Government)","Male","60+",0
"30867","Bihar",2007,"Professional_Profile","Service (Government)","Male","15-29",2
"190194","Rajasthan",2002,"Professional_Profile","Others (Please Specify)","Female","15-29",42
"221569","Uttar Pradesh",2008,"Means_adopted","By Overdose of sleeping pills","Female","60+",1
"52828","D & N Haveli",2010,"Professional_Profile","Service (Private)","Female","45-59",0
"77441","Gujarat",2006,"Means_adopted","By Other means (please specify)","Male","30-44",34
"29445","Bihar",2005,"Causes","Death of Dear Person","Male","45-59",0
"60832","Delhi (Ut)",2001,"Causes","Love Affairs","Female","30-44",0
"134083","Madhya Pradesh",2011,"Causes","Drug Abuse/Addiction","Female","0-14",1
"4774","A & N Islands",2009,"Means_adopted","By Consuming Other Poison","Male","0-14",0
"122589","Lakshadweep",2002,"Means_adopted","By Hanging","Male","15-29",0
"104286","Jharkhand",2006,"Causes","Paralysis","Male","15-29",0
"64976","Delhi (Ut)",2008,"Means_adopted","By coming under running vehicles/trains","Female","15-29",0
"129791","Madhya Pradesh",2003,"Education_Status","Diploma","Male","0-100+",6
"19989","Arunachal Pradesh",2012,"Means_adopted","By Overdose of sleeping pills","Male","15-29",0
"210900","Tripura",2001,"Professional_Profile","Student","Female","30-44",18
